ID,Description,Type,Component_Names
332378,"""We are currently experiencing issues with uploads (including assignments) on our Moodle and Digital Campus site, this issue has been happening since Tuesday. When users attempt to add a document either by drag and drop of using the file selector the 'wheel' continually spins and it doesn't move beyond this. We have tried troubleshooting the issue and have purged the caches, we have also tried restarting the server. We are using the Essential theme (version 2.8.7+), so i think our next step is to try changing the theme to see if this helps, ideally we would like to avoid doing so as all users are used to the layout. !attachment-name.jpg|thumbnail!    The error we are getting is:  ('moodle-core-notification-ajaxexception' ,function(){return new  M.core.ajaxException(data)}) ;this.fpnode.one('.fp-content').setContent('');  return}else{if(data.msg)scope.print_msg(data.msg,'info');if  Unable to get property 'msg' of undefined or null reference  (args.action!='upload'&&data.allowcaching)scope.cashed_responses[params]  =data;args.callback(id,data,p)}}},arguements:{scope:scope},headers:  {'Content-Type':'application/x-www-form-urlencoded; charset=UTF-8},      What is working:    The dev servers are fine. Was trying to work out if there are any differences...  You can search and grab stuff from some repositories:- youtube, google drive (but only images, I might need to change a setting in my google drive though)  I've just tried swapping the theme on the DC dev and it doesn't look like anything major imploded so I might try a theme switch. I don't think it will help though.  You can still grab things from your recent files.  You can add a label - highlight and add a weblink but you can't use this method to upload a file.     I've tried extending the file size allowed, and the timeout. Obviously no help.   Someone else has posted that there file picker has stopped working. I'm in the middle of replying to her to see what we have in common.     It's like Moodle has stopped talking to the server.   """,Bug,"Themes,Assignment,JavaScript,Repository"
332454,"""I need to give the permission the auto inscription to de course when the user has a particular department on his profile. Or may be another user profile field.  How can i do that. It is possible ? """,Task,Accessibility
332480,"""Since cut-off date was added to the assignment settings (2.4), you can set a date to close the submissions different to the due date. That's great, but my concern is when that cut-off date is disabled, because (many people think it means that submissions are closed on the due date but) I've realized that it actually keeps it opened forever and ever, and the help string doesn't warn about it (""""If set, the assignment will not accept submissions after this date without an extension."""").    It makes no sense to me to keep the submission opened forever (the teacher will have to grade it at some point), so I think that the behaviour should be changed to this:    - When cut-off date is disabled, the cut-off date is the same as the due date (if enabled).    If this change is not accepted I think the help string should be changed to something like this: """"If set, the assignment will not accept submissions after this date without an extension. If disabled submissions will be accepted always and forever"""", and I'd suggest to make it enabled by default (to make responsible the one who disables it).    """,Improvement,Assignment
332535,"""As an administrator I want to be able to enabled assignment quick grading for all of my users by default and let them choose to disable it in order to reduce the time my teacher have to take to enable the feature.""",Improvement,Assignment
332633,"""On the View/Grade all submissions page of assignments. Several clients have reported that specific teachers don't see all their students on that page. What I've seen is that they haven't selected """"All"""" for First name and Last name near the top of the page. Clicking """"All"""" for both (depending on other filters at the bottom), usually fixes the problem.    It seems that if a teacher has filtered on a students' name in one course, the filter is saved as a preference and it will remain that way until the teacher selects to view all. The preference is saved even after the teacher has logged off the site.     """,Bug,Assignment
332637,"""Currently you cannot tab to the block show/hide buttons using keyboard; you can tab to the 'dock' button but not the show/hide one.    The code for this was implemented in MDL-27197 but broken in MDL-49144 due to a case mistake in a property name (tabindex instead of tabIndex).    As an additional bug, after fixing this part, the focus does not work properly - when you activate the button, focus disappears. It should focus the corresponding button i.e. if you selected 'hide' then the focus should be left on the 'show' button rather than on the now-disappeared hide button.    I'll submit a patch that fixes these issues.""",Bug,Accessibility
332749,"""There are a few less than optimal things about the way the less compiled css files are handled with git. I don't want to open a debate about whether the derived files should even be in git at all because that ship has already sailed, I want to just make dealing with that reality better.    Some issues with the current set up:  * If you are making a patch and checkin both less and css then the diffs are horrible because the combined and minified css or js is all on a single line    Solution:  * <USER>the various derived files as not to be diffed in .gitattributes   """,Improvement,Themes
332797,"""On /user/index.php?id=<COURSE-ID>, there's the participants page for a course. By default, this page does only show the first 20 users and has page switchers. There is also a """"Show all"""" link.    Usability tests with our teachers have shown that the positions of the page switchers (above and below the user list) and the show all link (at the very end of the page) do not correspond with each other and that the """"show all"""" link is not recognized as a feature to control the user list at first sight.    While this page somehow needs a complete overhaul, as a quick solution for the time being I would like to see the """"Show all"""" link moved directly beneath the page switchers (see screenshot).""",Improvement,"Course,User management,Usability"
332868,"""I would like there to be some means in the admin UI for deciding to disable SSL validation in IMAP features, related to both IMAP as authentication and for incoming mail.  This will allow for the use of otherwise untrusted certificates (self-signed, etc.)""",Improvement,"Admin,Authentication"
332889,"""Our students keep complaining that they are not informed centrally when new materials become available in their Moodle courses. They are missing an information on their course overview block on MyMoodle.    So we investigated this:    The standard course overview block provides news from certain course modules to the student.  These news are fetched with the <<USER>_print_overview() function which has to be implemented by the module plugin. These modules currently provide this function:  {code}  ./<USER>chat/lib.php:function chat_print_overview($courses, &$htmlarray) {  ./<USER>assign/lib.php:function assign_print_overview($courses, &$htmlarray) {  ./<USER>quiz/lib.php:function quiz_print_overview($courses, &$htmlarray) {  ./<USER>checklist/lib.php:function checklist_print_overview($courses, &$htmlarray) {  ./<USER>forum/lib.php:function forum_print_overview($courses,&$htmlarray) {  ./<USER>scorm/lib.php:function scorm_print_overview($courses, &$htmlarray) {  ./<USER>lesson/lib.php:function lesson_print_overview($courses, &$htmlarray) {  {code}    There is also the recent activity block which can be placed within a course. This block uses a similar mechanism to fetch its news, it looks for the <<USER>_print_recent_activity function within the modules. These modules currently provide this function:  {code}  ./<USER>chat/lib.php:function chat_print_recent_activity($course, $viewfullnames, $timestart) {  ./<USER>assign/lib.php:function assign_print_recent_activity($course, $viewfullnames, $timestart) {  ./<USER>wiki/lib.php:function wiki_print_recent_activity($course, $viewfullnames, $timestart) {  ./<USER>book/lib.php:function book_print_recent_activity($course, $viewfullnames, $timestart) {  ./<USER>survey/lib.php:function survey_print_recent_activity($course, $viewfullnames, $timestart) {  ./<USER>forum/lib.php:function forum_print_recent_activity($course, $viewfullnames, $timestart) {  ./<USER>lti/lib.php:function lti_print_recent_activity($course, $isteacher, $timestart) {  ./<USER>glossary/lib.php:function glossary_print_recent_activity($course, $viewfullnames, $timestart) {  ./<USER>workshop/lib.php:function workshop_print_recent_activity($course, $viewfullnames, $timestart) {  {code}    These are almost the same modules as the ones with the _print_overview function, but _print_recent_activity seems to be slightly better supported.    Furthermore, block_recent_activity also prints informations if a resource or folder has been added / removed from the course. This is not done with a _print_recent_activity function, but with the get_structural_changes() function within the block which gets the information about all course structure changes directly from the DB / the Logs.     Unfortunately, block_course_overview does not leverage get_structural_changes() or anything similar. So, our students can currently only see if a file or folder was added / removed if they look directly at the recent_activity block within the course.    Now, my thought was: Let's add a _print_overview function to <USER>resource and <USER>folder to have new / changed resources and folders shown in the course overview block. There is already a similar functionality for <USER>forum which shows new forum posts in the course overview block until the user visits the course for the next time.    So, we propose to:  1. Add resource_print_overview() function to <USER>resource:   -> The function should return a news item if a resource was added to the course, was updated or has become visible (due to a teacher changing visibility status or due to a conditional activity)  -> This function could re-use the mechanisms which are already there with get_structural_changes()  -> The news item should be shown until the user visits the course for the next time  -> The function should provide a direct link to the resource within the news message    2. Add folder_print_overview() function to <USER>folder:   -> The function should return a news item if a folder was added to the course, was updated or has become visible (due to a teacher changing visibility status or due to a conditional activity)  -> This function could re-use the mechanisms which are already there with get_structural_changes()  -> The news item should be shown until the user visits the course for the next time  -> The function should provide a direct link to the folder within the news message    3. Optionally, we could add two settings for administrators:  -> A setting which would let administrators enable / disable this new course news source (to prevent course overview clutter in installations which don't need this feature)  -> A setting which would let administrators define a threshold (for example, 30 days) to hide the course news item even if the user did not visit the course in the meantime (to prevent overly long course overview news)    [~<USER>:  I would be happy to hear your opinion about this proposal. If it is likely to be accepted for Moodle core, we will specify the implementation details here before starting with the implementation.    Thanks,  <USER>",New Feature,Course
333008,"""The assignment file feedback component has an option that allows an uploaded feedback file to be applied automatically to all other members of the same group when group (team) submission is enabled. Currently this option is only available for individual but not batch uploaded feedback.    This patch extends the existing functionality to allow batch uploaded (zipped) feedback to be applied to all members of a group, in the same way.    I'm submitting it here in case anyone else finds it useful.""",Improvement,Assignment
333098,"""There are some problems, and inflexible bits of the new fragments javascript API.    1. It does not notify the filters about inserted content  2. It does not return a promise so there is no way to chain actions after the fragment is loaded  3. It does not allow any control over how the dom nodes are injected (fade in etc)  4. It is not using the safe YUI instance from core/yui  5. The javascriptnodeidentifier argument is unnessesary  6. It does not need to remove event listeners from script nodes.   7. It does not pass the context to the callback so it can be verified.  8. The arguments are passed from javascript as a named array - but through php as a flat array which means the order is undetermined.     A better API would be to change fragmentAppend to loadFragment which returns a promise. The promise will be resolved with the html and js variables and the caller is responsible for adding them to the page. They can re-use the templates.replaceNodeContents function to add the nodes - which will correctly notify the filters etc.     There is some code in there to cleanup YUI event listeners - I'll check the YUI source to see if that is truely needed - and if so - we can add it to the templates.replaceNode and templates.replaceNodeContents functions.     """,Improvement,JavaScript
333133,"""I know I can upload a file, but I want to add this file as a standard feedback file (blueprint) and it will save a lot of time to have this uploaded in the system when I produse the assignment.""",Improvement,Assignment
333260,"""Within a course, completion tracking is turned on. A resource in the zero topic block is set for manual completion. All sections within the course are set to become available once the resource is marked complete. This is set up in the course and works as expected.      When the course is used as an import (even when everything is selected) we have inconsistent results; some of the time the access restrictions are imported over and some of the time they are not.  (I would say a majority of the times they are not.) We have seen better success pulling them over on a backup/restore, but this too is still inconsistent.     After scouring the tracker, documentation and forums it's been difficult to identify the expected behavior. Could someone verify the conditions where the restrict access settings should import consistently? """,Bug,Backup
333446,"""If a collapsible region contains one or more Atto editors, collapsing the region and expanding it again will result in the content being truncated.  This is caused by a combination of the collapsible region code only checking the height of the content when initialised (as opposed to each time it's triggered), and the initialisation happening before Atto has loaded; the Atto editor is taller than the textarea which it replaces (at least in some cases - I'm not sure if editors with specific heights will match the textarea height), but the collapse/expand function doesn't account for that change.    Setting the """"$ondomready"""" parameter of the $PAGE->requires->js_init_call() call in print_collapsible_region_start() to true results in the collapsible regions being initialised late enough that Atto has had a chance to initialise, and therefore seems to be a quick/simple way to work around this - though perhaps if/when the collapsible region code is rewritten as an AMD module, this issue can be avoided in a different way.""",Bug,JavaScript
333485,"""in auth/<USER>auth.php Moodle tries to refer $this->config->language to phpCAS without checking to see if the variable is defined first.    We don't configure a language setting as the English default works for us.    Sometimes (and I'm not sure why only sometimes) phpCAS complains with an error message indicating that it is not appropriate to declare a language of null.    I fixed this by adding an if isset block around this declaration.    so in my install the appropriate block in auth.php looks like:    {code:title=auth/<USER>auth.php:173}          // Force CAS authentication (if needed).          if (!phpCAS::isAuthenticated()) {              if (isset($this->config->language)) {                  phpCAS::setLang($this->config->language);              }              phpCAS::forceAuthentication();          }  {code}    I run several moodle sites and I've only had two sites break, but I've since deployed this change to all of them so that it doesn't become a problem in the future.    I checked and this seem to be a problem in all moodle versions.""",Bug,Authentication
333495,"""Using the blog menu block inside of an activity (such as assignment) will generate a debugging notice when any user tries to create a blog associated with that activity.    Notice: Coding problem: unsupported modification of PAGE->context from 30 to 70        line 971 of /lib/pagelib.php: call to debugging()      line 1016 of /lib/pagelib.php: call to moodle_page->set_context()      line 683 of /blog/lib.php: call to moodle_page->set_cm()      line 93 of /blog/edit.php: call to blog_get_headers()    in /Applications/MAMP/htdocs/moodle29/lib/weblib.php on line 2945    I'll attach a behat test that will replicate the issue.""",Bug,Blog
333542,"""EXPECTED RESULT  Editing his profile, an user could add/update/remove tags in the section """"Interests"""" using any language pack of his choice.    ACTUAL RESULT  When using others language packs then English (en) or Spanish (es), the div.fcontainer within fieldset.id_moodle_interests lacks the YUI id used to trigger the field visibility when the section is expanded.    STEPS TO REPRODUCE  1. Change your profile language to English (en) or Español (es)  2. Go to Dashboard > Preferences > User account > Edit profile  3. Expand the section """"Interests"""" and you are able to insert a tag.  4. Remove all existing interests and update your profile  *5. You are able to edit your interests in this language pack*  6. Change your profile language to Português - Brasil (pt_br)  7. Perform steps 2 and 3  *8. You are NOT able to edit your interests in this language pack*    OTHER  I've found that when using Português - Brasil (pt_br) the """"div.fitemtitle label"""" has a incorrect """"for"""" attribute; and """"div.fcontainer.clearfix"""" completely lacks the YUI id.""",Bug,Forms Library
333782,"""I had a report of problem loading the instance configuration page for the Progress Bar block when there are a high number of activities in a course (CONTRIB-5958).    The configuration page includes a few form elements for each activity in the course and there are dependencies between the elements. When there are several hundred activities, the page generation can take up to minute and rendering the page can take several minutes, that's if the page loads at all.    I was able to narrow the efficiency problem to the date selector form elements. The culprit seems to be the JS (YUI2) pop-up calendar that is accessed from the date selector icon. When this icon/pop-up is removed, the block instance configuration page for a course with ~500 activities loads in a reasonable amount of time.    The ideal solution would be to track down the inneffiency within the JS and make this better, but I would settle for an option on the date selector that allows control over whether this icon/pop-up is displayed.""",Bug,Forms Library
333796,"""I'm seeing mixed messages about whether we're intending to backport PHP7 fixes to stable branches or not.     I think we all can agree that PHP7 has a different sort of motivation than a usual php release, just look at the fact multiple of our partners have already posted marketing articles about it.    I would propose the following:    * We try to fix all compatibility issues with the most simple and straight forward fixes possible and discourage major refactoring simply for the goal of achieving PHP7 compatibility. The intent would be to backport to supported branches  * There might be some changes which developers/integrators do not deem as safe to make on stable branches - thats OK. There is still benefit in having all the rest of the simple fixes backported - partners (or HQ for our projects) might decide to take that risk and do those risky backports, and we might do it in a backporkport request later.    What I don't really want to see us doing is avoiding straight forward fixes because of policy or encouraging people to let loose with the refactoring which will make the solution to the problems take a different approach.    Please post the outcome of this on the general developer forum.""",Bug,Policy
333979,"""Teachers can't type in Atto Editor accents marks characters like á, é, í, when they are grading and previously they download the submitted file from the student. It doesn't happens with TinyMCE.    Steps to reproduce:    * The editor must be """"atto""""  * As a teacher create an assignment with file submission.  * As a student send a pdf file to be graded  * As a teacher entre on """"View/grade all submissions"""" and click pencil to grade the student  * As a techaer verify you can type á in the Feedback Comment  * As a teacher click to download the file submission  * As a teacher verify now YOU CAN NOT type á in the Feedback Comment    The teacher must reload the page and now he can type diacritic marks.    The problem does NOT HAPPEN in:    Ubuntu 14.04 with Firefox and TinyMCE editor  Ubuntu 14.04 with Chromium 45 and Atto Editor  Windows XP with Firefox 40.03 (same version in Ubuntu not working)    Maybe the problem is in Ubuntu or in Firefox for linux, but I would need some feedback before reporting them this BUG.""",Bug,HTML
334041,"""If a student submits a file before the due date it is indicated as """"submitted early"""". If the student then renames the file and saves the submission after the due date and before the close date the submission is indicated as being """"past due"""".    I agree the current behavior is correct because the file name is part of the file repository hashing system in Moodle. Moodle simply considers the renamed file as a new file hence the submission has been changed after the due date. So it is """"past due"""", but from a student's point of view I understand the idea that doing something like renaming a file isn't really changing the files content.  The term """"past due"""" is an upsetting one to students. So I understand why they may be upset after an """"on time"""" assignment is suddenly marked as """"past due"""" after you do something like rename the file. Especially if the Teacher asked the student to rename the file to follow some kind of convention after is was submitted on time.    That is why I'd like to propose a warning to the student when they save an edit to a submission after the due date and before the close date.""",Improvement,Assignment
334269,"""I've been fixing some bugs recently where the singlebutton was not coded for RTL languages. This lead me to find a whole plethora of CSS/LESS in odd places such as admin.less, that were adding a bottom margin to the 'singlebutton', which already has a bottom margin set in buttons.less    Why are developers doing this?  It's crazy...  """,Bug,Themes
334288,"""10-20 UPDATE:  I checked to make sure that our db has both the """"backup logs"""" and """"task scheduled"""" tables that cron says it cannot find in the error logged below, and we do have both tables; named """"mood_backup_logs"""" and """"mood_task_scheduled"""" respectively.    Also I've added a zip file of all manual cron logs I ran since the day this error occurred.      ----      10-19 UPDATE:  Problem was not fixed - error reappeared again today when again running cron manually on same course OM2112. Removing the scorm file again fixed the problem, but again re-uploading the same file with a new name appeared to have no affect on cron (which was run again manually after upload), but this is the same thing I did on 10-15 when the error seemed to be fixed, and then error returned today. Only difference between 10-15 and today, was that the scorm file was viewed and had completion tracking on for activity and course. Course completion status auto updates on our site appear to take upwards of 48hrs on non-quiz scorm files, so for this reason I'm wondering if it is a problem with completion tracking on this scorm file. Scorm file was made in Captivate 8, and includes a short video that had video compression flv used on it. Any advice would be appreciated. If you need to see the scorm file, please contact me because due to company's privacy I cannot post it online.    Here is the cron log for 10-19 with fatal error reappearing:    Backing up OM2112...... used 2801 dbqueries... used 69.833654880524 secondsScheduled task failed: Automated backups,Table """"backup_logs"""" does not existBacktrace:* line 72 of /backup/util/loggers/database_logger.class.php: call to mysqli_native_moodle_database->insert_record()* line 63 of /backup/util/loggers/database_logger.class.php: call to database_logger->insert_log_record()* line 94 of /backup/util/loggers/base_logger.class.php: call to database_logger->action()* line 100 of /backup/util/loggers/base_logger.class.php: call to base_logger->process()* line 100 of /backup/util/loggers/base_logger.class.php: call to base_logger->process()* line 197 of /backup/util/helper/backup_helper.class.php: call to base_logger->process()* line 83 of /backup/controller/base_controller.class.php: call to backup_helper::log()* line 414 of /backup/util/helper/backup_cron_helper.class.php: call to base_controller->log()* line 199 of /backup/util/helper/backup_cron_helper.class.php: call to backup_cron_automated_helper::launch_automated_backup()* line 50 of /lib/classes/task/automated_backup_task.php: call to backup_cron_automated_helper::run_automated_backup()* line 74 of /lib/cronlib.php: call to core\task\automated_backup_task->execute()* line 81 of /admin/cron.php: call to cron_run()!!! Table """"task_scheduled"""" does not exist !!!Debug info: Error code: ddltablenotexistStack trace: * line 585 of /lib/dml/moodle_database.php: dml_exception thrown* line 1428 of /lib/dml/moodle_database.php: call to moodle_database->where_clause()* line 590 of /lib/classes/task/manager.php: call to moodle_database->get_record()* line 102 of /lib/cronlib.php: call to core\task\manager::scheduled_task_failed()* line 81 of /admin/cron.php: call to cron_run()Fatal error: Uncaught exception 'dml_read_exception' with message 'Error reading from database' in /public_html/lib/dml/moodle_database.php:443Stack trace:#0 /public_html/lib/dml/mysqli_native_moodle_database.php(526): moodle_database->query_end(false)#1 /public_html/lib/ddl/sql_generator.php(230): mysqli_native_moodle_database->get_tables()#2 /public_html/lib/ddl/database_manager.php(99): sql_generator->table_exists(Object(xmldb_table))#3 /public_html/lib/ddl/database_manager.php(318): database_manager->table_exists(Object(xmldb_table))#4 /public_html/lib/dml/moodle_temptables.php(140): database_manager->drop_table(Object(xmldb_table))#5 /public_html/lib/dml/moodle_database.php(370): moodle_temptables->dispose()#6 /public_html/lib/dml/mysqli_native_moodle_database.php(481): moodle_database->dispose()#7 /public_html/lib/dml/moodle_database.php(152): mysqli_native in /public_html/lib/dml/moodle_database.php on line 443  ----    10-15 UPDATE:  I was able to fix the cron error myself I think. For some reason, deleting the scorm file that had been recently added to the course fixed the problem. The only difference between that scorm file and all the other ones we use is that it had video compression used on a short intro video. If you know of a common problem with video compression in scorms, please let me know so I can avoid it.     ----    I ran cron manually through browser on our development site on 10-9 manually, no errors, I ran it again today 10-15 manually and got the fatal error below and cron stopped running. No manual edits have been made to the db or the files mentioned. (Note: OM2122 is a course name that recently had 1 Scorm file added to it, nothing else. Also I removed from this error log everything before """"/public_html"""" in the paths just for privacy). I attached all files mentioned in the stack trace and error. Hope someone can help some with this. Let me know if you need more info.    This was the cron error:    Backing up OM2112...  ... used 2784 dbqueries  ... used 68.280972957611 seconds  Scheduled task failed: Automated backups,Table """"backup_logs"""" does not exist  !!! Table """"task_scheduled"""" does not exist !!!    Fatal error: Uncaught exception 'dml_read_exception' with message 'Error reading from database' in /public_html/lib/dml/moodle_database.php:443  Stack trace:  #0 /public_html/lib/dml/mysqli_native_moodle_database.php(526): moodle_database->query_end(false)  #1 /public_html/lib/ddl/sql_generator.php(230): mysqli_native_moodle_database->get_tables()  #2 /public_html/lib/ddl/database_manager.php(99): sql_generator->table_exists(Object(xmldb_table))  #3 /public_html/lib/ddl/database_manager.php(318): database_manager->table_exists(Object(xmldb_table))  #4 /public_html/lib/dml/moodle_temptables.php(140): database_manager->drop_table(Object(xmldb_table))  #5 /public_html/lib/dml/moodle_database.php(370): moodle_temptables->dispose()  #6 /public_html/lib/dml/mysqli_native_moodle_database.php(481): moodle_database->dispose()  #7 /public_html/lib/dml/moodle_database.php(152): mysqli_native in /public_html/lib/dml/moodle_database.php on line 443  """,Bug,"Backup,SCORM,Database SQL/XMLDB"
334298,"""I've tried to link my backpack on a website, then on Moodle.org (where it was already linked).    After logging in with my Persona I get:    {quote}  You could not be connected to an external backpack for the following reason: The data return from the backpack was invalid.  {quote}""",Bug,Badges
334354,"""Currently, if you want to debug smtp mail sending, you need to enable the debugsmtp setting.    However, this simply makes phpmailer echo it's debug messages.    To actually be able to read those error messages, you need to enable """"display debug messages"""" and set the """"debug messages"""" setting to NORMAL or higher, so that the page does not immediately redirect after the messages are shown.    Now, ideally, we should be able to log those messages someplace instead of seeing them on the screen.  For example when a problem is seen on a production server, that can not be reproduced on a test server.  phpmailer has a """"Debugoutput"""" variable, which allows specifying what happens with it's debug messages.  The default value is """"echo"""".  However, it can also be set to """"error_log"""", in which case it will use php's error log function.    Shouldn't Moodle expose this functionality?  I'd imagine it working like this:    {code}  if ($CFG->debugsmtp) {    if (empty($CFG->debugdisplay)) {      $mailer->Debugoutput = """"error_log"""";    }  }  {code}""",Improvement,Libraries
334588,"""If you're using Oracle as your back-end database and have more than 999 user accounts that need processed in one run (after a mass account maintenance, etc.,) the process will make it to    $remove_users = $DB->get_records_sql($sql, array('auth'=>$this->authtype));    and then will just die (no errors, etc.)    I tracked this down to the fact that we just purged a TON of inactive accounts from our system (~30,000,) after which point our Moodle user syncs stopped functioning.    I found that if you add """"and rownum < 999"""" to the affected sql (in our case, using LDAP for the backend, in auth/ldap/auth.php,) it will allow the code to continue:  {noformat}          } else if ($this->config->removeuser == AUTH_REMOVEUSER_SUSPEND) {                $sql = """"SELECT u.*                        FROM {user} u                   LEFT JOIN {tmp_extuser} e ON (u.username = e.username AND u.mnethostid = e.mnethostid)                       WHERE u.auth = :auth                             AND u.deleted = 0                             AND u.suspended = 0                             AND e.username IS NULL                             and rownum < 999"""";  {noformat}    But that's obviously not ideal because the reset of the code sections continue to have problems. So, you basically have to comment out the remaining code, run the process manually howevermany times it takes for 999 accounts to be processed at a time to clean up all of the accounts that need touched, and then you can uncomment the additional sections.    It looks like in order for this to function correctly, the user sync process needs to get a count of how many accounts need processed, and then loop through it a chunk at a time.    I'm going to label this as a minor security issue, because when the process dies from this error, it can't automatically disable the accounts of affected users, so they remain active until someone figures out what's going on.""",Bug,User management
334608,"""Hi, I'm Nghia.    I'm starting to translate Moodle language pack after a long holiday, but I realize that there was a really slow annoyed delay when I started to type text in AMOS translation box. Any box caused the same!  I think there was something got along inside whenever I type.  Please check it, now I have to type the translation in a text editor and copy back to the box.  I typed in my browser: Google Chrome 45, Firfox 40.    Best regards,  Nghia Huynh""",Improvement,Language
334633,"""Someone was having a hard time tracking down why an authentication plugin kept being disabled. There currently does not seem to be any type of logging of this activity. It might be nice to either log such activity as an event; however, since it does affect a change to the <USER>config table - at least in the case of an authentication plugin, I wondered if it would be a good idea to have it show up in the configlog report.     To accomplish this, at least for the authentication plugins, I think it may be as simple as replacing the set_config in with config_write and then allowing the config_write call set_config. It would be ideal however if we checked to make sure that all plugins that are being enabled - at least the ones that modify the <USER>config table - are being recorded. Perhaps those that do not impact the <USER>config table could be logged. I've not thought this through for each of the plugin types but wanted to create this issue in response to CONTRIB-5906.  """,Improvement,Admin
334757,"""Hi,    while looking @ MDL-50919, it was detected that tablelib blindly creates a table with $perpage rows, no matter the total is smaller or any other consideration.    So if you call to {{pagesize(50000, 1}}, it still creates a table with 49999 hidden rows.    As a temporal fix, in the linked issue I've applied a quick fix in the caller, only for master:    {code}  -            $this->pagesize($pagesize, $total);  +            $this->pagesize(min($pagesize, $total), $total);  {code}    As references, looking in the tracker about information justifying current/weird behavior, I've found MDL-41534, but not much else.    So this is about to consider if we could always """"optimize"""" the number of rows created within tablelib or that's not possible (for some unknown reason) and it's a caller responsibility to adjust it.    Also, note that this behavior is 100% reproducible in 28 and 29 manage tags page... and in any other page using tablelib and having a big """"SHOW_ALL_PAGE_SIZE"""" (or similar) defined.    Ciao :-)""",Bug,Libraries
334760,"""Hello, it would be great to have a """"read-only"""" capability in moodle. The capability that if chosen turns every role to read only. By """"read only role"""" i mean that the role can see anything in the moodle site (according to other permissions), but not to save/edit/change any data. This permission is different from GUEST role, because guest alowed to see mainly the course content. And the read-only role (if it based on the maneger's role for example, or a teacher) would be able to see also al the settings pages, such as course settings or activity/resourse settings, grades, users info etc (but not to change anything in the course).The main purpose of such role is for technical support. For example if there is a  tech-support team that i want them to be able to SEE all the user information throughout the site, course settings etc., in order to analize and understand the problems. But i don't want them to change anything (by mistake). Those tech-supporters will then give exact instructions to teachers/course managers what has to be changed to solve the issues. I saw """"read-only"""" permissions in other systems, not in moodle. I'ts a very usefull permission that can be used in many ways. In one system i worked with, the user with """"read only"""" permission was alowed to work with the system and see all the information, but if he tried to change/save data a pop-up message showed up: """"you are currently in read-only mode, you are not allowed to save any data.."""". There may be some flexibility with the message/style, but generally this is the idea. Thanks for considering this improvement  Inna """,Improvement,Roles / Access
334785,"""During the usability study, participants created links to YouTube videos, but they did not consider options of how the video should be displayed.    Based on the URL being used, Moodle could check whether that site can use object embed tags.    The user could be offered advice like """"It looks like you're trying to add a video resource. How would you like to display that?""""    Or … if we detect a video resource should be used, um, just switch it to a video resource. That was easy. (I'm not sure that is a good idea.)    This was a blocker for 1/6 participants.""",Improvement,Usability
334798,"""I get the above error when I try to update a folder with multiple subfolders and files.  I can download all of the files so I know they exist.  I have a number of files  that I need to update and cannot.  I am logged in as a program administrator and I have permissions to access the files as well as read and write permissions.  Where do I need to look to correct this issue?""",Bug,Admin
334813,"""During the usability study, participants were asked to change the section name.    Attempting to edit a topic name led to confusion and frustration. """"I want to edit the title of this section, by clicking on it.""""    The section name should be editable in a way that is consistent with activities and resources on the same page.  * Make that click-able with a pencil icon.  * Move the position of the cog to the right-hand side, and replace cog with """"""""Edit"""""""" text. (Although, is there anything else to go into that menu except the edit? Perhaps some of the controls to the right can also be put into this edit menu.)    If you hold over the icon, it says """"Edit summary"""" and clicking this leads to a page titled """"Summary of XXX"""", but there is also the potential to edit the title and restrict access, so instead of """"Edit Summary"""" it should probably be """"Edit settings"""" to be consistent with activities and resources.     If the section name is removed, it should automatically revert to the default name.    The presence of the word """"Section"""" should be generally checked.    This was a significant blocker for 2/6 participants and a lesser impediment for 2/6 more.""",Improvement,"Course,Usability"
334865,"""Create an assignment with all default settings (file submission)  Create a student, submit a file  As an instructor go to the assignment. You see 1 submission """"needs grading""""  Click on view all submission. Select filter """"requires grading"""". You see the student submission.  Click on the grade icon in the grade column.  On the new page, download the file (you probably don't need to download to reproduce the issue but it is what I did so I mention it), then without doing anything else, press """"save changes""""    => the submission is not listed anymore in """"requires grading"""" (<USER>assign/view.php?id=4&action=grading). However the submission is still marked as """"needs grading"""" (<USER>assign/view.php?id=4).    Expected result: as no changes were done I would have thought that the grading page would forbid to save changes. But if for a reason we need to be able to press save changes then the submission should still appear in """"requires grading""""""",Bug,Assignment
334875,"""I want to force the use of png-Icons instead of the svg-icons and therefore set $CFG->svgicons to the boolean false in my config.php. This didn't work as expected, as all values of $CFG will be casted to string through the call to """"initialise_cfg()"""" and its call to """"get_config('core')"""" in setup.php, while the method """"theme_config::use_svg_icons()"""" expects $CFG->svgicons to be of boolean type.    The bug lies in """"use_svg_icons()"""" as the global policy seems to be that every configuration value will be of type string. But it still made me doubt myself for a moment or two when I put a value of one type in and it magically transformed into a value of another type. ;)     I only checked for version 2.9.1 but I suspect previous versions will also be affected.""",Bug,Themes
334883,"""Our current namespace policy is slightly dangerous, especially when you consider that we use lots of third-party libraries. There is a potential for namespace collision because we _do not_ include the vendor (Moodle).    I'd like to propose that we add support for 'Moodle' as a top-level namespace.  Everything else will work as before, but for items in the Moodle namespace, we know that they belong to Moodle.    For example, rather than having a namespace of:  {code}  core\log  {code}  This should really be:  {code}  Moodle\core\log  {code}    In doing so we can ensure that, unless some third-party author is an a-hole, we avoid collisions in our code.    Ideally this improvement should be backported to stables, and should also support addition of the 'Moodle\' prefix when it was not specified. Longer term, non-use of it should be deprecated (3.4/3.5 possible).""",Improvement,Policy
